business_id,business_name,product_title,product_id,review_month,review_id,user_id,review_date,review_title,verified_purchase,stars,anomaly_score,fraud_like_score,review_length,word_count,useful,funny,cool,is_extreme_rating,rating_deviation_from_business_average,rating_deviation_from_product_average,reviewer_average_rating,reviewer_review_count,reviewer_extreme_rating_share,reviewer_five_star_share,reviewer_one_star_share,uppercase_share,repeated_character_flag,avg_word_length,no_space_ratio,generic_praise_flag,html_break_count,text_formatting_anomaly_flag,sentence_count,avg_sentence_length,sentence_length_variability,first_person_flag,concrete_detail_flag,balanced_pros_cons_flag,specific_experience_flag,repeated_promotional_language_flag,synthetic_templated_language_score,synthetic_language_signal,low_star_manipulation_signal,near_duplicate_review_count,very_short_five_star_signal,high_rating_short_text_signal,extreme_deviation_signal,duplicate_text_signal,burst_signal,extreme_cluster_signal,density_signal,unverified_high_rating_signal,reviewer_extreme_signal,bot_text_signal,complaint_only_discount,fraud_signal_count,review_text,review_text_preview
B071XQ355Y,"Tooletries – Oliver Shower Mirror - Premium Shower Mirror for Shaving, Grooming - 100% silicone - SHATTERPROOF Mirror - Grips to Shiny Surfaces - No Suction Cups - No Adhesives – Charcoal","Tooletries – Oliver Shower Mirror - Premium Shower Mirror for Shaving, Grooming - 100% silicone - SHATTERPROOF Mirror - Grips to Shiny Surfaces - No Suction Cups - No Adhesives – Charcoal",B071XQ355Y,2021-05-01,23145124b860c2f00e8945b504a81e35f5daa51792075d60ebcae3269a592f1f,AHPNB3ZRRHHUBHIZ6BQGK2UHP4OA,2021-05-15,"Fogged up first time I used, waste of $$",False,1.0,0.7275785178430386,0.6114878369033515,311.0,64.0,0.0,0.0,0.0,1.0,1.9129464285714284,-1.9129464285714284,1.0,1.0,1.0,0.0,1.0,0.05907172995780591,0.0,4.859375,0.194375,1.0,0.0,0.0,3.0,21.333333333333332,0.2715335499528557,1.0,1.0,0.0,1.0,1.0,0.009718749999999998,0.0,1.0,1,0.0,0.0,0.6376488095238094,0.0,0.08333333333333333,0.9523809523809524,0.5714285714285714,0.0,1.0,1.0,0.0,4.0,"If you want to shave in the shower with this mirror DO NOT BUY IT.  It doesn’t work, fogged up the first time I used it, so it doesn’t lose its power if it gets wet it doesn’t have any in the first place.  Bought a true shower mirror that has a reservoir on the back that you fill with hot water, works perfect.","If you want to shave in the shower with this mirror DO NOT BUY IT.  It doesn’t work, fogged up the first time I used it, so it doesn’t lose its power if it gets wet it doesn’t have any in the first place.  Bought a true shower mirror that has a reservoir on the back that you fill with hot water, works perfect."
B0722HKRHH,SANTEE 3 Pcs Color Mirror Effect Metallic No UV LED Nail Polish Bold Lacquer + Free ZipBag,SANTEE 3 Pcs Color Mirror Effect Metallic No UV LED Nail Polish Bold Lacquer + Free ZipBag,B0722HKRHH,2019-12-01,b2a4894d4704f009108b91eb51748b091ca462f2408ba54574f94c213106fef9,AHBNEDRDOWZOFXORTQW56BGHKNUQ,2019-12-24,A++,True,5.0,0.3469776446377406,0.8609876242264493,12.0,2.0,0.0,0.0,0.0,1.0,2.349514563106796,2.349514563106796,5.0,1.0,1.0,1.0,0.0,0.09090909090909091,0.0,6.0,0.24,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.312,0.0,1.0,1,1.0,1.0,0.7831715210355986,0.0,0.125,0.8888888888888888,0.6666666666666666,0.0,1.0,0.24,0.0,5.0,Very pleased,Very pleased
B0722HKRHH,SANTEE 3 Pcs Color Mirror Effect Metallic No UV LED Nail Polish Bold Lacquer + Free ZipBag,SANTEE 3 Pcs Color Mirror Effect Metallic No UV LED Nail Polish Bold Lacquer + Free ZipBag,B0722HKRHH,2020-11-01,46c3eee9eb5dcdc12814792f4fe44ade8cceb55ef191ce535e1c725102fdd01b,AGTPZ2R4HSRKGP3UQRH7NNXDBGRA,2020-11-02,Love them❤,True,5.0,0.31188920583891283,0.6119643359021222,72.0,15.0,0.0,0.0,0.0,1.0,2.349514563106796,2.349514563106796,5.0,1.0,1.0,1.0,0.0,0.05357142857142857,0.0,4.8,0.192,0.0,0.0,0.0,2.0,7.5,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.059599999999999986,0.0,1.0,1,0.0,1.0,0.7831715210355986,0.0,0.3125,0.4444444444444444,0.6666666666666666,0.0,1.0,0.192,0.0,3.0,The colors are so amazing! I will purchase again when I run out of them❤,The colors are so amazing! I will purchase again when I run out of them❤
B0728KY299,"Teenitor Under Eye Pads, Lint Free Lash Extension Eye Gel Patches for Eyelash Extension Eye Mask Beauty Tool - 50 Pair","Teenitor Under Eye Pads, Lint Free Lash Extension Eye Gel Patches for Eyelash Extension Eye Mask Beauty Tool - 50 Pair",B0728KY299,2018-07-01,74aeedfe557a7c5749623850430602fe6b89b2467fc6e98e1562cee2543f52a4,AEI4C4UGVARHIR2WOBQZW7RLBRRA,2018-07-27,Very happy,True,5.0,0.3570444213488805,0.7986758707063166,4.0,1.0,0.0,0.0,0.0,1.0,1.2285714285714286,1.2285714285714286,5.0,1.0,1.0,1.0,0.0,0.25,0.0,4.0,0.16,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.308,0.0,1.0,1,1.0,1.0,0.40952380952380957,0.0,0.25,1.0,0.6666666666666666,0.0,1.0,0.16,0.0,4.0,Good,Good
B072JN8BND,"LUXXII (Pack 2) 7.5"" Pocket Plastic Handle Nylon Bristles Brushes Hair Comb Designed for All Hair Types (Black)","LUXXII (Pack 2) 7.5"" Pocket Plastic Handle Nylon Bristles Brushes Hair Comb Designed for All Hair Types (Black)",B072JN8BND,2020-09-01,9cfa2d7d0b29598eacf991f69c35ce4b201dd8f53c50659ab84a4f4295f9c523,AGIWNPNUI7Z77DNDAU37LM5SGFSQ,2020-09-14,Handles are weak,True,1.0,0.7345790467841854,0.8386119824014617,40.0,7.0,2.0,0.0,0.0,1.0,2.7586206896551726,-2.7586206896551726,1.0,2.0,1.0,0.0,1.0,0.029411764705882353,0.0,5.714285714285714,0.22857142857142856,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16142857142857142,0.0,1.0,2,0.0,0.0,0.9195402298850576,1.0,1.0,0.8888888888888888,1.0,0.0,1.0,0.22857142857142856,0.0,6.0,Handles will snap with a little pressure,Handles will snap with a little pressure
B072JN8BND,"LUXXII (Pack 2) 7.5"" Pocket Plastic Handle Nylon Bristles Brushes Hair Comb Designed for All Hair Types (Black)","LUXXII (Pack 2) 7.5"" Pocket Plastic Handle Nylon Bristles Brushes Hair Comb Designed for All Hair Types (Black)",B072JN8BND,2020-09-01,9cfa2d7d0b29598eacf991f69c35ce4b201dd8f53c50659ab84a4f4295f9c523,AGIWNPNUI7Z77DNDAU37LM5SGFSQ,2020-09-14,Handles are weak,True,1.0,0.7345790467841854,0.8386119824014617,40.0,7.0,2.0,0.0,0.0,1.0,2.7586206896551726,-2.7586206896551726,1.0,2.0,1.0,0.0,1.0,0.029411764705882353,0.0,5.714285714285714,0.22857142857142856,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16142857142857142,0.0,1.0,2,0.0,0.0,0.9195402298850576,1.0,1.0,0.8888888888888888,1.0,0.0,1.0,0.22857142857142856,0.0,6.0,Handles will snap with a little pressure,Handles will snap with a little pressure
B072Q1752Z,4 Pcs French Bun Maker Women Girls Kids Magic Hair Styling Donut Bun Maker Former Foam French Twist Hairstyle Clip DIY Doughnuts Hair Bun Tools (6#Dark Brown),4 Pcs French Bun Maker Women Girls Kids Magic Hair Styling Donut Bun Maker Former Foam French Twist Hairstyle Clip DIY Doughnuts Hair Bun Tools (6#Dark Brown),B072Q1752Z,2017-08-01,ece9d223442a76a19ea20f4cb19c894f4e6c3f3b2f9059772b5e09e62fd4fe11,AGG4DIXIQOQZ7HLUELHQQDM5EV4A,2017-08-10,PERFECT BUN? PERFECT MESS IS MORE LIKE IT,True,1.0,1.0,0.7035714285714285,134.0,26.0,1.0,0.0,0.0,1.0,1.9285714285714284,-1.9285714285714284,1.0,1.0,1.0,0.0,1.0,1.0,0.0,5.153846153846154,0.20615384615384616,1.0,0.0,0.0,4.0,6.5,0.5160156871153361,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.6428571428571428,0.0,0.25,1.0,1.0,0.0,1.0,1.0,0.0,5.0,DONT KNOW HOW OTHER PEOPLE.GOT THIS TO SNAP ON THEIR HAIR AND CREATE A PERFECT BUN. IT CREATED A PERFECT MESS FOR ME. SAVE YOUR MONEY.,DONT KNOW HOW OTHER PEOPLE.GOT THIS TO SNAP ON THEIR HAIR AND CREATE A PERFECT BUN. IT CREATED A PERFECT MESS FOR ME. SAVE YOUR MONEY.
B072R4GHNL,"Gellen Gel Colors Nail Polish Set - Solid Colors Daisy Pinks Grays, Long Lasting Gel Nail Colors Nail Art Manicure Pedicure Kit","Gellen Gel Colors Nail Polish Set - Solid Colors Daisy Pinks Grays, Long Lasting Gel Nail Colors Nail Art Manicure Pedicure Kit",B072R4GHNL,2020-03-01,666d756793742648ce8b2a3add4bae7e9370b58c66b7ad15250ccc0839f9c01c,AHW2J75MWAIU4DADBJNBS2DQB2RQ,2020-03-10,Finally Opaque gel!!!,True,5.0,0.44431799368389935,0.6421859364842292,347.0,66.0,0.0,0.0,0.0,1.0,1.3829787234042552,1.3829787234042552,5.0,1.0,1.0,1.0,0.0,0.07692307692307693,1.0,5.257575757575758,0.21030303030303032,0.0,1.5,0.0,6.0,11.0,0.4951555951020664,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.4609929078014184,0.0,1.0,0.8888888888888888,0.6666666666666666,0.0,1.0,1.0,0.0,4.0,"I love doing my nails. I have tried everything from Jamberry wraps, color street lacquer strips to gel that I do at home myself.
Gellen is an answer to my prayers! Quality gel at a GREAT price!!! And truly only takes two coats to get a gorgeous opaque application. I am so happy with my first mani that I have wish listed ALLLLLL the other colors!","I love doing my nails. I have tried everything from Jamberry wraps, color street lacquer strips to gel that I do at home myself.
Gellen is an answer to my prayers! Quality gel at a GREAT price!!! And truly only takes two coats to get a gorgeous opaque application. I am so happy with my first mani that I have wish listed ALLLLLL the other colors!"
B072R4GHNL,"Gellen Gel Colors Nail Polish Set - Solid Colors Daisy Pinks Grays, Long Lasting Gel Nail Colors Nail Art Manicure Pedicure Kit","Gellen Gel Colors Nail Polish Set - Solid Colors Daisy Pinks Grays, Long Lasting Gel Nail Colors Nail Art Manicure Pedicure Kit",B072R4GHNL,2020-03-01,1d560382347c23bb2ed37c400e0d5d17f8c48711ad80d0aa317049649814f57c,AELZO6TZ2SJAMKJHE3MRWKT432YQ,2020-03-17,Item was open,True,1.0,0.6331234598865385,0.6327436789582846,68.0,13.0,0.0,0.0,0.0,1.0,2.617021276595745,-2.617021276595745,1.0,1.0,1.0,0.0,1.0,0.01818181818181818,0.0,5.230769230769231,0.20923076923076922,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16046153846153846,0.0,1.0,1,0.0,0.0,0.8723404255319149,0.0,1.0,0.8888888888888888,0.6666666666666666,0.0,1.0,0.20923076923076922,0.0,4.0,Received this product today and one of the bottles had spilled out 😔,Received this product today and one of the bottles had spilled out 😔
B072TZDJXX,Six Angles - Black Handle Petal Kolinsky Acrylic Nail Brush for Manicure Powder (CRIMPED) - (Size #18),Six Angles - Black Handle Petal Kolinsky Acrylic Nail Brush for Manicure Powder (CRIMPED) - (Size #18),B072TZDJXX,2020-03-01,cc813651090c72d6e4954b5cafe1f811e280fb16bbf41c547a35cf945fdbb142,AF252PLLVKZRCUJLRWYMIVAQQ4TA,2020-03-04,Great for beginners,True,5.0,0.8284318341250996,0.9414203763949661,14.0,2.0,0.0,0.0,0.0,1.0,0.7631578947368425,0.7631578947368425,3.0,2.0,1.0,0.5,0.5,0.08333333333333333,0.0,7.0,0.28,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.314,0.0,1.0,1,1.0,1.0,0.2543859649122808,0.0,1.0,1.0,1.0,0.0,1.0,0.28,0.0,6.0,Great quality.,Great quality.
B072TZDJXX,Six Angles - Black Handle Petal Kolinsky Acrylic Nail Brush for Manicure Powder (CRIMPED) - (Size #18),Six Angles - Black Handle Petal Kolinsky Acrylic Nail Brush for Manicure Powder (CRIMPED) - (Size #18),B072TZDJXX,2020-03-01,baa730239cdf2629aa40833b277e8eb2d70e6c3969bf99e1deaab163dde079a4,AFZSRPDWJWAGMOVW5KDVA5SUDG7A,2020-03-10,Satisfied with purchase,True,5.0,0.32408452117588904,0.8889523117667117,20.0,3.0,0.0,0.0,0.0,1.0,0.7631578947368425,0.7631578947368425,5.0,2.0,1.0,1.0,0.0,0.05555555555555555,0.0,6.666666666666667,0.26666666666666666,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3133333333333333,0.0,1.0,1,1.0,1.0,0.2543859649122808,0.0,1.0,1.0,1.0,0.0,1.0,0.26666666666666666,0.0,6.0,Would purchase again,Would purchase again
B072TZDJXX,Six Angles - Black Handle Petal Kolinsky Acrylic Nail Brush for Manicure Powder (CRIMPED) - (Size #18),Six Angles - Black Handle Petal Kolinsky Acrylic Nail Brush for Manicure Powder (CRIMPED) - (Size #18),B072TZDJXX,2020-03-01,c2f6fb5e7d3b7760f8ee60abd16fbaf8255fc385022699ceb5fbfb52b4521570,AFCAFSSUBL2DZ4CT6S5MPD3TRL2A,2020-03-11,Too expensive and not that good product,True,1.0,0.8469806471017323,0.7318480647101733,13.0,2.0,0.0,0.0,0.0,1.0,3.2368421052631575,-3.2368421052631575,1.0,1.0,1.0,0.0,1.0,0.08333333333333333,0.0,6.5,0.26,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.163,0.0,1.0,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.26,0.0,5.0,Too expensive,Too expensive
B072XGLYLG,"Women 6 Shades/Set Matte Lipstick , ONEMORES Women Waterproof Lip Gloss Makeup (A)","Women 6 Shades/Set Matte Lipstick , ONEMORES Women Waterproof Lip Gloss Makeup (A)",B072XGLYLG,2018-03-01,74700a90e10603c8e8f30a1c15bd0c4f100163c0b615d12dc6f91a584109e0dd,AGAUWS2DT7CNGYGH42QUCAO33M7A,2018-03-22,Beautiful colors!,True,5.0,0.37639179523273414,0.8523934652375591,32.0,5.0,0.0,0.0,0.0,1.0,1.9523809523809526,1.9523809523809526,5.0,1.0,1.0,1.0,0.0,0.07692307692307693,0.0,6.4,0.256,0.0,0.0,0.0,2.0,2.5,0.2,0.0,0.0,0.0,0.0,0.0,0.31279999999999997,0.0,1.0,1,1.0,1.0,0.6507936507936508,0.0,0.25,0.8888888888888888,0.6666666666666666,0.0,1.0,0.256,0.0,5.0,Beautiful colors! Love them all!,Beautiful colors! Love them all!
B0731JTQQC,K-SKIN Facial Steamer Superfine Hot Mist to Moisturize and Cleanse Compact Design,K-SKIN Facial Steamer Superfine Hot Mist to Moisturize and Cleanse Compact Design,B0731JTQQC,2021-01-01,547c2764f0aa073151299ee6ba2ef0b38d9109fb12c208a5ca3efdfa2e8155db,AFYNYIRZLTMZLER5MEFTY3KOKC6A,2021-01-06,IT WORKED FOR AWHILE.,True,1.0,0.9304593277229068,0.6300459327722907,185.0,30.0,2.0,0.0,0.0,1.0,3.041666666666667,-3.041666666666667,1.0,1.0,1.0,0.0,1.0,1.0,0.0,6.166666666666667,0.24666666666666667,0.0,0.0,0.0,2.0,15.0,0.4666666666666667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.24666666666666667,0.0,4.0,STARTED OUT REALLY LIKING IT THEN THINGS STARTED GETTING BLACK;  CHIPS OF BLACK PAINT OR WHATEVER WAS SETTLEING INTO THE WATER  RESERVOIR ....SO QUIT USING IT;  NOT HAPPY WITH PURCHASE.,STARTED OUT REALLY LIKING IT THEN THINGS STARTED GETTING BLACK;  CHIPS OF BLACK PAINT OR WHATEVER WAS SETTLEING INTO THE WATER  RESERVOIR ....SO QUIT USING IT;  NOT HAPPY WITH PURCHASE.
B0734L1353,"KDKD Makeup Brush Color Removal Sponge, Quick Shaking Off Eyeshadow Powder Colors form Makeup Brush on Sponge, Round Blue Rose Case","KDKD Makeup Brush Color Removal Sponge, Quick Shaking Off Eyeshadow Powder Colors form Makeup Brush on Sponge, Round Blue Rose Case",B0734L1353,2019-07-01,942b05e0cdf39deec647fe667529ad607c4658db43e89ddd625dac75ef6ab7d1,AEN5BG7CEYFCAKGK5A4U5QPB5Z6A,2019-07-18,Clean brushes,True,5.0,0.5083653563091812,0.8119419619875072,8.0,2.0,0.0,0.0,0.0,1.0,0.3255813953488369,0.3255813953488369,5.0,3.0,1.0,1.0,0.0,0.14285714285714285,0.0,4.0,0.16,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.308,0.0,1.0,1,1.0,1.0,0.10852713178294564,0.0,1.0,1.0,0.5,0.0,1.0,0.16,0.0,5.0,It works,It works
B0734L1353,"KDKD Makeup Brush Color Removal Sponge, Quick Shaking Off Eyeshadow Powder Colors form Makeup Brush on Sponge, Round Blue Rose Case","KDKD Makeup Brush Color Removal Sponge, Quick Shaking Off Eyeshadow Powder Colors form Makeup Brush on Sponge, Round Blue Rose Case",B0734L1353,2019-07-01,61e5541d4fbae9d8ebce2516dbc3c4b3aa352ec368c1562026a66e84a1f111ac,AG4XA7RIRQERRBY442H3RIEDLGAQ,2019-07-12,Convenient!,True,5.0,0.11980794731340742,0.7636316756333844,54.0,11.0,0.0,0.0,0.0,1.0,0.3255813953488369,0.3255813953488369,5.0,1.0,1.0,1.0,0.0,0.023255813953488372,0.0,4.909090909090909,0.19636363636363638,0.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00981818181818181,0.0,1.0,1,1.0,1.0,0.10852713178294564,0.0,1.0,1.0,0.5,0.0,1.0,0.19636363636363638,0.0,5.0,Love this portable dry way to clean brushes on the go!,Love this portable dry way to clean brushes on the go!
B0734L1353,"KDKD Makeup Brush Color Removal Sponge, Quick Shaking Off Eyeshadow Powder Colors form Makeup Brush on Sponge, Round Blue Rose Case","KDKD Makeup Brush Color Removal Sponge, Quick Shaking Off Eyeshadow Powder Colors form Makeup Brush on Sponge, Round Blue Rose Case",B0734L1353,2019-07-01,1daf0cfe56e814bcc7b587ce0d4d51e6d68c2fcd450af15945b5e1b0e72b3fa1,AF43KV7YEDDTNTEMFKNVC46QCLDA,2019-07-26,LOVE IT!,True,5.0,0.7404245434751038,0.709403436259655,96.0,16.0,0.0,0.0,0.0,1.0,0.3255813953488369,0.3255813953488369,4.0,2.0,0.5,0.5,0.0,0.09333333333333334,0.0,6.0,0.24,1.0,0.0,0.0,4.0,4.0,0.46770717334674267,1.0,0.0,0.0,1.0,0.0,0.162,0.0,1.0,1,0.0,1.0,0.10852713178294564,0.0,1.0,1.0,0.5,0.0,0.5555555555555556,1.0,0.0,4.0,LOVE it.  Works just as advertised.  Darling little holder.  Makes it look vintage on my counter,LOVE it.  Works just as advertised.  Darling little holder.  Makes it look vintage on my counter
B0736QP68Z,"Lashtoniic Eyelash & Eyebrow Growth Serum - Grows Longer, Fuller, Thicker Lashes & Brows in 30 Days - 100% Natural Lash Enhancer Conditioner Treatment, No Irritation","Lashtoniic Eyelash & Eyebrow Growth Serum - Grows Longer, Fuller, Thicker Lashes & Brows in 30 Days - 100% Natural Lash Enhancer Conditioner Treatment, No Irritation",B0736QP68Z,2017-10-01,76cc1b3d45ecc1be2f442a29a173392e16a4761cafb668c84770d208a28a72b1,AFHFKXL2BXHAA6FTMWSI3DJXGOOA,2017-10-27,One Star,True,1.0,0.8312662786384735,0.6239155167527363,12.0,3.0,1.0,0.0,0.0,1.0,2.3,-2.3,1.0,1.0,1.0,0.0,1.0,0.1111111111111111,0.0,4.0,0.16,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158,0.0,1.0,1,0.0,0.0,0.7666666666666666,0.0,1.0,0.8888888888888888,0.6666666666666666,0.0,1.0,0.16,0.0,4.0,Burns eyes 😮,Burns eyes 😮
B073F8PXQT,"Eyeshadow, U-Kiss 35 Colors Nature Glow Eye shadows Makeup Palette Set, Professional, Waterproof, Matte, Shimmer, Warm","Eyeshadow, U-Kiss 35 Colors Nature Glow Eye shadows Makeup Palette Set, Professional, Waterproof, Matte, Shimmer, Warm",B073F8PXQT,2017-08-01,d68c85843a03e98243781aa6cee5cc6a14520927995de8731650fb98fc37d8d9,AFQVWGZ3LBXQ3WAUMV46OHJCCVSQ,2017-08-07,love love,True,5.0,0.25447016258427124,0.7077114607028716,62.0,10.0,0.0,0.0,0.0,1.0,0.666666666666667,0.666666666666667,5.0,2.0,1.0,1.0,0.0,0.06382978723404255,0.0,6.2,0.248,0.0,0.0,0.0,3.0,3.3333333333333335,0.7615773105863908,0.0,1.0,0.0,0.0,0.0,0.012399999999999994,0.0,1.0,1,1.0,1.0,0.22222222222222232,0.0,0.0,1.0,0.5,0.0,1.0,0.248,0.0,4.0,Thx.you love love colors  very  well package...Thx you Thx you,Thx.you love love colors  very  well package...Thx you Thx you
B073M42M33,Baasha Large Square Paddle Brushs for Hair Women Large Hair Brushes for Women Hairbrushes Detangling for Long Hair Flat Hair Brush for Detangling Women Paddle Hair Brush For Straightening Black,Baasha Large Square Paddle Brushs for Hair Women Large Hair Brushes for Women Hairbrushes Detangling for Long Hair Flat Hair Brush for Detangling Women Paddle Hair Brush For Straightening Black,B073M42M33,2018-01-01,b60a8ad0186fabc26f4e2c94f8a87145608e34d2c0d2f80a8d98d32abdceacb1,AGQRECNJ6MV73INJBNZY3FY74T7Q,2018-01-04,One Star,True,1.0,0.7842722110993688,0.6492154564040546,28.0,4.0,0.0,0.0,0.0,1.0,2.5588235294117645,-2.5588235294117645,1.0,1.0,1.0,0.0,1.0,0.04,0.0,7.0,0.28,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.064,0.0,1.0,1,0.0,0.0,0.8529411764705882,0.0,0.75,1.0,0.8,0.0,1.0,0.28,0.0,5.0,Arrived with broken bristles,Arrived with broken bristles
B073M42M33,Baasha Large Square Paddle Brushs for Hair Women Large Hair Brushes for Women Hairbrushes Detangling for Long Hair Flat Hair Brush for Detangling Women Paddle Hair Brush For Straightening Black,Baasha Large Square Paddle Brushs for Hair Women Large Hair Brushes for Women Hairbrushes Detangling for Long Hair Flat Hair Brush for Detangling Women Paddle Hair Brush For Straightening Black,B073M42M33,2018-01-01,69fb52accf8ce6da3aaf23851d4a024d772ec7ce0a7e86d68940ab54904e9bd5,AFQ7CLWMNOVBAV73OIEGBP44XU4Q,2018-01-30,Almost half of the bristles have fallen out in less ...,True,1.0,0.7954343482421632,0.6427680337546977,276.0,44.0,0.0,0.0,0.0,1.0,2.5588235294117645,-2.5588235294117645,1.0,1.0,1.0,0.0,1.0,0.1527777777777778,0.0,6.2727272727272725,0.2509090909090909,0.0,1.5,0.0,1.0,44.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.8529411764705882,0.0,0.75,1.0,0.8,0.0,1.0,0.2509090909090909,0.0,5.0,"[[ASIN:B073M42M33 Baasha Large Square Paddle Brush with Long Handle, Large Paddle Detangling Hair Brush with Soft Bristles for Scalp Massage, Hair Straightening & Anti Frizz Wet & Dry Professional Salon Brush]]
Almost half of the bristles have fallen out in less than 4 months","[[ASIN:B073M42M33 Baasha Large Square Paddle Brush with Long Handle, Large Paddle Detangling Hair Brush with Soft Bristles for Scalp Massage, Hair Straightening & Anti Frizz Wet & Dry Professional Salon Brush]]
Almost half of the bristles have fallen out in less than 4 months"
B073M42M33,Baasha Large Square Paddle Brushs for Hair Women Large Hair Brushes for Women Hairbrushes Detangling for Long Hair Flat Hair Brush for Detangling Women Paddle Hair Brush For Straightening Black,Baasha Large Square Paddle Brushs for Hair Women Large Hair Brushes for Women Hairbrushes Detangling for Long Hair Flat Hair Brush for Detangling Women Paddle Hair Brush For Straightening Black,B073M42M33,2018-01-01,acbe08c4ba994b5ed39bee10ff51118c01171ad804afb2bd4a7fe3e8c95bf3b2,AFDJPH7VGFG3OT6AWB5VGW2YN6HA,2018-01-09,Bristles fell out,True,1.0,0.6260050865491925,0.6219782176332475,107.0,19.0,0.0,0.0,0.0,1.0,2.5588235294117645,-2.5588235294117645,1.0,1.0,1.0,0.0,1.0,0.023529411764705882,0.0,5.631578947368421,0.22526315789473686,0.0,0.0,0.0,2.0,9.5,0.05263157894736842,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.8529411764705882,0.0,0.75,1.0,0.8,0.0,1.0,0.22526315789473686,0.0,5.0,I've used this brush occasionally for the last 6 months. Suddenly about half of the bristles just fell out.,I've used this brush occasionally for the last 6 months. Suddenly about half of the bristles just fell out.
B073P3C4G4,30000RPM Pro Electric Nail Drill Manicure Pedicure Acrylics Gel Salon Art Tool Set Kit with Sanding Band Accessories (Grace Purple),30000RPM Pro Electric Nail Drill Manicure Pedicure Acrylics Gel Salon Art Tool Set Kit with Sanding Band Accessories (Grace Purple),B073P3C4G4,2018-03-01,02dc9b7bf0afba928eb30e07947114de23de00b806970c6498ca151bca794a0b,AFL55EZKQBVL7SMZ3NLRUB3Z3QLA,2018-03-03,Five Stars,True,5.0,0.5011444401935915,0.9258544440193591,37.0,5.0,0.0,0.0,0.0,1.0,1.5,1.5,5.0,1.0,1.0,1.0,0.0,0.06666666666666667,0.0,7.4,0.29600000000000004,1.0,0.0,0.0,2.0,2.5,0.2,0.0,0.0,0.0,0.0,0.0,0.5148,1.0,1.0,1,1.0,1.0,0.5,0.0,0.0,1.0,0.5,0.0,1.0,1.0,0.0,7.0,Absolutely love this!! Works perfect!,Absolutely love this!! Works perfect!
B073P5J2P7,MISKOS 12 Color Bright Blendable Eyeshadow Palette 12P Shine Matte Shimmer Powder Makeup Kit (12P),MISKOS 12 Color Bright Blendable Eyeshadow Palette 12P Shine Matte Shimmer Powder Makeup Kit (12P),B073P5J2P7,2018-12-01,80a813eeb4da6578bfaa9fb796e5ebdf82622fd69ae15ade0d2cc823954bcdf2,AEQKERNP4HW5L4K62RI7SDUFJ4AQ,2018-12-24,Great colors and vibrant,True,5.0,0.36805732269204583,0.8626173484308208,26.0,4.0,0.0,0.0,0.0,1.0,0.9090909090909092,0.9090909090909092,5.0,2.0,1.0,1.0,0.0,0.09090909090909091,0.0,6.5,0.26,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41300000000000003,1.0,1.0,1,1.0,1.0,0.30303030303030304,0.0,1.0,0.8888888888888888,0.6666666666666666,0.0,1.0,0.26,0.0,6.0,Great colors. Blend nicely,Great colors. Blend nicely
